conf_num z qprop_value
24 42 (-0.0008262077808825919-1.832079732239278e-05j)
24 43 (-0.002330935250689355-6.929140952153888e-05j)
24 44 (-0.007354292541203386-8.450090190288067e-05j)
24 45 (-0.02584305961145407-0.00018544333897251483j)
24 46 (-0.09862578294870328-0.0005214818200489855j)
24 47 (-0.4102084047924582-0.00036137632237115966j)
25 0 (-1.910512882201702e-15-0.00030948898234347557j)
25 1 (0.41404855711506544-0.0002624204293261902j)
25 2 (0.09960135245924447+0.00014049349986776705j)
25 3 (0.025761363325306718+0.0002855562983772956j)
25 4 (0.007476861033639416+9.974532107983269e-05j)
25 5 (0.0023663878751057333+3.5741092880918514e-05j)
25 6 (0.0008384492150290907+1.709724322287375e-05j)
25 7 (0.00031723199823383735+5.309592269952486e-06j)
25 8 (0.00012321810703714068+1.9384769019021986e-06j)
25 9 (5.356140691507897e-05-5.136535768974578e-07j)
25 10 (2.3108330615855937e-05-7.340440438148739e-07j)
25 11 (1.0195669088325204e-05-4.6178434564124384e-07j)
25 12 (4.6541412347897484e-06-4.248972927448209e-07j)
25 13 (1.964931228915684e-06-2.477885595891429e-07j)
25 14 (9.037744865012097e-07-1.11717075232742e-07j)
25 15 (4.1083594608964097e-07-2.7438378873783328e-08j)
25 16 (1.890549042929203e-07-5.121168240224045e-09j)
25 17 (8.484238873628036e-08-2.164501253230144e-09j)
25 18 (3.9208574847582626e-08+1.1071377048401405e-10j)
25 19 (1.981512326451341e-08+2.715819451377579e-10j)
25 20 (1.0002321792970302e-08-1.1688027146430617e-10j)
25 21 (5.031039653273782e-09+1.3978670735945825e-10j)
25 22 (2.7188521474441495e-09+2.4133202912952313e-10j)
25 23 (1.169371880334174e-09+1.340567835332968e-10j)
25 24 (2.434210340848382e-10+1.1784321333644976e-10j)
25 25 (-5.445085335631675e-10+5.887316621079826e-11j)
25 26 (-1.7030397769613837e-09+1.4045506942463871e-10j)
25 27 (-3.529654552511197e-09+4.103698588242977e-10j)
25 28 (-8.063035802720626e-09+1.0867779182779637e-09j)
25 29 (-1.6979408998309402e-08+1.7265736364870242e-09j)
25 30 (-3.763156819473631e-08+8.380210458738244e-10j)
25 31 (-8.762616359397067e-08-5.655987350468335e-09j)
25 32 (-1.8275692365468885e-07-1.8883321320144957e-08j)
25 33 (-3.8610683317993966e-07-3.022031414248009e-08j)
25 34 (-8.553988247570739e-07-4.7600906422952357e-08j)
25 35 (-1.8698383597397933e-06-2.1414407874864636e-08j)
25 36 (-4.191227788353187e-06+1.2147840019951675e-07j)
25 37 (-9.253029119086416e-06+2.483277443795905e-07j)
25 38 (-2.0413348363119095e-05+4.992848045783306e-07j)
25 39 (-4.9169432239002426e-05+1.957682277400615e-06j)
25 40 (-0.00011777516270156708+3.846480997815947e-06j)
25 41 (-0.0002886919075062825+5.957251906034837e-06j)
25 42 (-0.0007711286308789313+2.1544238786990028e-05j)
25 43 (-0.0022330513588176993+4.0213513465690325e-05j)
25 44 (-0.007151539360553628+9.24036537065023e-05j)
25 45 (-0.02531602231301583+0.00017750545832653835j)
25 46 (-0.09885669196445149+0.0008045840911048665j)
25 47 (-0.4117576424339742+0.0002795894840514242j)
26 0 (-5.490662487559362e-15-3.395192236149925e-05j)
26 1 (0.4093347812081325+0.0004131535851220848j)
26 2 (0.0969536794682143-0.00031356154855759113j)
26 3 (0.02449211318071899-0.0003062219176288363j)
26 4 (0.007033036191016395+3.094295815155969e-05j)
26 5 (0.002226496769175318+1.3391731307878945e-05j)
26 6 (0.0007864090552363588+1.7954149314940154e-05j)
26 7 (0.00029849745618000474+1.2993365101317786e-05j)
26 8 (0.00011851037252294729+3.300375321212746e-06j)
26 9 (4.7202589995873324e-05-5.349830449881324e-09j)
26 10 (2.0410858021754645e-05-4.559576456185145e-07j)
26 11 (9.481149805543783e-06-2.099701768751096e-07j)
26 12 (4.5816840350720794e-06-1.724102735950881e-07j)
26 13 (2.182342571570892e-06-7.615618206389418e-08j)
26 14 (1.041276287198194e-06-3.33399810555229e-08j)
26 15 (4.838052854176901e-07-2.5840113073074454e-08j)
26 16 (2.1685946587212706e-07-4.927470295676216e-09j)
26 17 (1.0815319356879581e-07-4.310080916536172e-09j)
26 18 (4.977339798710406e-08-6.699984650076755e-10j)
26 19 (2.3448899099370327e-08-1.9464986337644706e-09j)
26 20 (1.12421977636386e-08-1.1052910792106814e-09j)
26 21 (5.212108862464167e-09-6.285597649153104e-10j)
26 22 (2.3004079641393834e-09-4.644736799079772e-10j)
26 23 (1.1049889720637355e-09-2.422765240129733e-10j)
26 24 (2.2932457347110302e-10-2.638898258694105e-10j)
26 25 (-5.554045308405128e-10-2.7894521976204445e-10j)
26 26 (-1.5857178980771164e-09-2.0778573076058543e-10j)
26 27 (-2.8890480790682226e-09+2.358769986263235e-10j)
26 28 (-6.396609847153161e-09+7.734662448867529e-10j)
26 29 (-1.4505730792516308e-08+1.4020551351837104e-09j)
26 30 (-3.499160559199243e-08+3.1139844070821833e-09j)
26 31 (-7.845839446120228e-08+3.0312680062811284e-09j)
26 32 (-1.840813749063442e-07-1.0463117746905226e-08j)
26 33 (-4.2886199621965833e-07-2.004901169775889e-08j)
26 34 (-9.209645672060061e-07-6.518025875765463e-08j)
26 35 (-2.0407914295243076e-06-1.596226938907185e-07j)
26 36 (-4.412039407395471e-06-3.429240454755504e-07j)
26 37 (-1.0078620848835779e-05-3.435756991836964e-07j)
26 38 (-2.416371393275493e-05-8.778878087301038e-07j)
26 39 (-5.571537256055615e-05-2.229526880332289e-06j)
26 40 (-0.00013337971474415293-5.769307554736168e-06j)
26 41 (-0.0003251585701366692-1.7641975854384566e-05j)
26 42 (-0.0008092332281466101-2.5231378757342482e-05j)
26 43 (-0.0022872877361099385-4.123123232717314e-05j)
26 44 (-0.007283572612901689-0.00014162929718069693j)
26 45 (-0.025671777873432118-0.00038020854997311077j)
26 46 (-0.09985764731464686-0.0002901256110151299j)
26 47 (-0.4147860042170144+0.00011252188258144307j)
27 0 (-1.872504819792507e-15-0.00018264774327041763j)
27 1 (0.4101167493831622+0.00013749712999729693j)
27 2 (0.10061437468301412-0.0002553577384645545j)
27 3 (0.02595156682563466-0.0004512323389017025j)
27 4 (0.0075810543307477905-0.0001518203001191129j)
27 5 (0.002453945299117676-4.3994247211818764e-05j)
27 6 (0.0008491600493501044-2.2193661965731737e-06j)
27 7 (0.0003187677977214612+4.092466481019631e-06j)
27 8 (0.0001281458052306913+1.3381612435578414e-06j)
27 9 (5.295198031089826e-05-5.315037107895498e-08j)
27 10 (2.2598011100517796e-05+8.316434683975622e-08j)
27 11 (9.535956680538824e-06+2.173191865667188e-07j)
27 12 (4.183340593798652e-06+1.7250173972723135e-09j)
27 13 (1.914777951609745e-06-3.340237825212834e-08j)
27 14 (9.111374339181422e-07-2.4841961892971653e-08j)
27 15 (4.268608621471985e-07-6.297062779140952e-09j)
27 16 (1.9880132502887e-07-7.502430710954105e-09j)
27 17 (8.657795024955925e-08-6.8374824183649384e-09j)
27 18 (3.920026820404497e-08-3.062875921902083e-09j)
27 19 (1.6499177568138152e-08-2.185048915548897e-09j)
27 20 (6.920759853374614e-09-1.5741096494889585e-09j)
27 21 (2.9494594231986592e-09-6.083022602976904e-10j)
27 22 (1.2301364809255058e-09-2.4831581815728217e-10j)
27 23 (5.136942174998918e-10-2.520343439843538e-10j)
27 24 (2.4302297480040165e-11-1.9434742953635918e-10j)
27 25 (-2.9678343038653577e-10-1.4024023024749675e-10j)
27 26 (-7.488225765898053e-10+3.712986511604059e-11j)
27 27 (-2.5621362657456316e-09+3.774450406358926e-10j)
27 28 (-6.558536349552321e-09+9.75850131223622e-10j)
27 29 (-1.593013746276683e-08+1.026449560824493e-09j)
27 30 (-3.1903364816747167e-08+5.050865086867858e-09j)
27 31 (-6.551838945574666e-08+1.0425408375820929e-08j)
27 32 (-1.452240278185046e-07+2.4997042941277822e-08j)
27 33 (-3.3064421620383334e-07+4.543980841571163e-08j)
27 34 (-7.341155934848354e-07+7.224867927844261e-08j)
27 35 (-1.6649675551766746e-06+1.4144494597976231e-07j)
27 36 (-3.890144474487065e-06+3.025935419713791e-07j)
27 37 (-9.301464029616316e-06+7.737909534554041e-07j)
27 38 (-2.1263291555305905e-05+1.3496783403939395e-06j)
27 39 (-5.106958787571448e-05+1.451377033435816e-06j)
27 40 (-0.0001239180458970704+1.688531367948941e-06j)
27 41 (-0.00030371419529773324+4.133185680804849e-06j)
27 42 (-0.0007860801233090001+1.4354852152284166e-05j)
27 43 (-0.00223465413949088+3.7827815115960936e-05j)
27 44 (-0.007041468486069716+0.00010744593864973147j)
27 45 (-0.02463066420888279+0.0002801626934228619j)
27 46 (-0.09780327093255593-0.00012500778950312635j)
27 47 (-0.4113397175365869-4.794078546308419e-06j)
28 0 (-1.0247292364017014e-15-0.0001031508785104477j)
28 1 (0.4136689936156999+0.00023691756364181392j)
28 2 (0.1005172634844714-0.0001133755012489541j)
28 3 (0.025306161172417758-0.00019774026951806868j)
28 4 (0.007364000018919485+2.276174073255639e-05j)
28 5 (0.002365644439548834+1.5246620846725022e-05j)
28 6 (0.0008430019895255392+5.360269674599898e-06j)
28 7 (0.000314322512539258+1.8973711069161553e-06j)
28 8 (0.00012351680931129387+1.6650542051022307e-06j)
28 9 (4.985625271230765e-05+2.4884333051557962e-06j)
28 10 (2.113717652365402e-05+1.6290173065350846e-06j)
28 11 (9.789137503417588e-06+7.492090991771225e-07j)
28 12 (4.424625388896908e-06+1.3478576860181088e-07j)
28 13 (2.0986918615991144e-06+1.6145951834643654e-09j)
28 14 (1.0124711132196265e-06-9.336028501758013e-09j)
28 15 (4.6783065629970654e-07-1.234633514357421e-08j)
28 16 (2.1785220706518294e-07-8.937113625756802e-09j)
28 17 (9.339242129087944e-08+3.1785365761477824e-09j)
28 18 (4.373042811317043e-08+4.1463534360902215e-09j)
28 19 (2.2365808259372326e-08+3.408529137707389e-09j)
28 20 (1.057238265747896e-08+1.9716185295711277e-09j)
28 21 (5.078760776660632e-09+1.3221842020648645e-09j)
28 22 (2.4540761061059705e-09+5.010217608570145e-10j)
28 23 (8.800626611448387e-10+1.8187977238657846e-10j)
28 24 (-7.562097094018027e-11+5.1068794147856586e-12j)
28 25 (-1.0753089832365016e-09-1.6870653504854087e-10j)
28 26 (-2.7316541293985555e-09-1.8366871489114232e-10j)
28 27 (-5.743361377802787e-09-6.08585687699248e-11j)
28 28 (-1.1863581766723442e-08-5.529414627045131e-10j)
28 29 (-2.4144477824311865e-08-2.739414773372218e-09j)
28 30 (-4.922748364590211e-08-4.676429792764874e-09j)
28 31 (-9.978973884155154e-08-4.058750368170044e-09j)
28 32 (-2.047751229371523e-07+5.726600763557912e-10j)
28 33 (-4.4063349411663116e-07+2.4369944508383177e-08j)
28 34 (-9.5801081508736e-07+9.52960003396067e-08j)
28 35 (-2.04705676842497e-06+1.6505824792552364e-07j)
28 36 (-4.640645731473821e-06+2.8355545767348767e-07j)
28 37 (-1.0301583496147767e-05+6.669592975206902e-07j)
28 38 (-2.4762549072104604e-05+1.5214283409681892e-06j)
28 39 (-5.789209529683955e-05+3.1242879693229772e-06j)
28 40 (-0.00013682061333375562+3.323466262929437e-06j)
28 41 (-0.00035144452499084075+5.117365785039492e-06j)
28 42 (-0.0009082324594112775+4.765165347233296e-06j)
28 43 (-0.0025294763058702477+1.3067958294727609e-05j)
28 44 (-0.007657659611985531-1.65389834653124e-05j)
28 45 (-0.02584060921506675-0.00019727938670902813j)
28 46 (-0.10011298899708536-0.0004829016908026649j)
28 47 (-0.4129722244859734-0.00043464913281440125j)
29 0 (-9.903306778422886e-15+8.335486191542204e-05j)
29 1 (0.40927144211131894+0.0005885536029442808j)
29 2 (0.10004422758013302+0.0007647599940039006j)
29 3 (0.025869815220498256+0.0005651411567549585j)
29 4 (0.00755171746072521+0.00019490167393307754j)
29 5 (0.0024048071769597504+7.652247614096734e-05j)
29 6 (0.0007917702526186478+2.497915353835801e-05j)
29 7 (0.0002844070601789243+9.785437576916123e-06j)
29 8 (0.00011155880818249635+2.6958833847994265e-06j)
29 9 (4.492047852138276e-05+1.504641964448458e-06j)
29 10 (2.002296620950184e-05+3.7051543970546937e-07j)
29 11 (9.069624208121602e-06-1.4937482939272538e-07j)
29 12 (4.269601446543278e-06-2.0653438032772424e-07j)
29 13 (1.8866231101146811e-06-1.4476773907356417e-07j)
29 14 (8.492491999250648e-07-1.719176475744941e-08j)
29 15 (3.643115155037759e-07-1.8644679604555786e-08j)
29 16 (1.7525231134688882e-07-1.241510482883213e-08j)
29 17 (8.554098467795262e-08-2.7536393591324377e-09j)
29 18 (4.1893472414513044e-08+2.4784423692248126e-10j)
29 19 (1.9357100452760787e-08+8.631892842996985e-12j)
29 20 (9.127340443052315e-09+2.813241185755551e-10j)
29 21 (4.575395817973458e-09+2.0549162019079584e-10j)
29 22 (2.0801855755245217e-09+1.921931229459511e-10j)
29 23 (8.714042274626093e-10+3.258438230716411e-11j)
29 24 (6.487458295626191e-11+4.3833805015116556e-11j)
29 25 (-6.120101139076419e-10+8.581681099619005e-11j)
29 26 (-1.7441171906796352e-09+3.3085756091541506e-10j)
29 27 (-4.312865995740146e-09+1.0237759669846365e-09j)
29 28 (-8.88919884538577e-09+2.0511201836214147e-09j)
29 29 (-1.7985022887787338e-08+3.96306348824966e-09j)
29 30 (-3.611982108420494e-08+5.829875085380501e-09j)
29 31 (-7.603946577908027e-08+6.039725917393411e-09j)
29 32 (-1.5491888407776476e-07+2.6381110730056113e-10j)
29 33 (-3.2458727783478437e-07-5.6578133516994345e-09j)
29 34 (-7.204421126570401e-07-7.033452954829509e-09j)
29 35 (-1.5692153017980843e-06+8.203444905935228e-08j)
29 36 (-3.6494021438593293e-06+4.426047920493751e-08j)
29 37 (-7.974668553309949e-06+3.036674010340469e-08j)
29 38 (-1.9211140984827623e-05-5.349366081841268e-07j)
29 39 (-4.6299433979918e-05-2.236145303786485e-06j)
29 40 (-0.00011580244813135459-5.157539679790103e-06j)
29 41 (-0.000308599591756991-1.1303347239661277e-05j)
29 42 (-0.0008535723800179139-1.5504646161002643e-05j)
29 43 (-0.0025163995989795156+6.243619217188564e-06j)
29 44 (-0.008061626619143999+3.773404119771007e-05j)
29 45 (-0.027741804380637787+7.17775170979338e-05j)
29 46 (-0.10161497171546506+0.00041525100303416943j)
29 47 (-0.4109728531083785-0.00013921802590173001j)
30 0 (2.0182008765250425e-14+0.00015118212837358482j)
30 1 (0.4134932804068043-0.00011220690363355306j)
30 2 (0.10123058879207512-7.710193398109067e-05j)
30 3 (0.026294099909394533+0.00022320587190919147j)
30 4 (0.0075015208956619285+6.659405113579397e-05j)
30 5 (0.002413668762840562+4.214155195255302e-06j)
30 6 (0.0008510757048086139+4.927695197026385e-06j)
30 7 (0.00031132166016768157-2.0321540053733087e-06j)
30 8 (0.00012626791272345612-4.444603955714521e-06j)
30 9 (5.348513531241652e-05-2.8026588996740798e-06j)
30 10 (2.2648744868281317e-05-1.0279980432518531e-06j)
30 11 (9.884324578658283e-06-3.8943815674330747e-07j)
30 12 (4.290857347326318e-06-2.6208410648639686e-07j)
30 13 (1.9715933619934234e-06-1.264820188745613e-07j)
30 14 (9.057874743740242e-07-7.346993876953247e-08j)
30 15 (4.140994607342097e-07-2.682119196915782e-08j)
30 16 (1.8193324834647715e-07-1.7518737099492558e-08j)
30 17 (7.80716131566085e-08-1.4502180306999377e-08j)
30 18 (3.678531407323887e-08-7.796693943341313e-09j)
30 19 (1.6907919436002407e-08-4.7896560661222164e-09j)
30 20 (8.047534157673119e-09-1.8209173099431933e-09j)
30 21 (4.107994511659004e-09-8.97430542236788e-10j)
30 22 (1.914952500919419e-09-3.570563962598754e-10j)
30 23 (7.203847174072392e-10-1.6286484308025788e-10j)
30 24 (1.0311250281217587e-10-1.2152324807335332e-10j)
30 25 (-3.1820714315243914e-10-6.323192565309932e-12j)
30 26 (-9.692091365095965e-10+2.754947025113822e-11j)
30 27 (-2.3771889323826633e-09+3.034756505470067e-10j)
30 28 (-6.100884325672653e-09+8.770847913257533e-10j)
30 29 (-1.3491300207673221e-08+2.8215449541345027e-09j)
30 30 (-3.186335918356711e-08+2.6192293073027744e-09j)
30 31 (-7.8566786171034e-08+1.0695877721542085e-09j)
30 32 (-1.799069029330289e-07-5.095104662362242e-09j)
30 33 (-4.0950708118365815e-07-1.9573018768530577e-08j)
30 34 (-8.10777462142154e-07-4.8364109974131605e-08j)
30 35 (-1.7563858270826856e-06-9.246530078758409e-08j)
30 36 (-3.909242737308007e-06+1.6794001939744596e-08j)
30 37 (-9.133318091168125e-06+3.1057842052673255e-08j)
30 38 (-2.110004583436765e-05+4.2729468830548457e-07j)
30 39 (-4.7815000157661246e-05+5.108457613194133e-07j)
30 40 (-0.00011569427532880071-3.2868384958713046e-07j)
30 41 (-0.0002973681478988583+2.9101663047045513e-06j)
30 42 (-0.0007848861950597065+1.5402613109112788e-05j)
30 43 (-0.0022175687665955553+6.291857803272822e-05j)
30 44 (-0.0069652109608206855+0.00015249370797616548j)
30 45 (-0.02570261310834303+7.933382374172462e-05j)
30 46 (-0.10048072352421833+1.9988084903569e-05j)
30 47 (-0.4108064541283607+0.00018103497649901641j)
31 0 (6.6941406633036645e-15+0.000151182126386698j)
31 1 (0.41345588647344567-0.00010970586487582015j)
31 2 (0.10119589336605699-6.953516676520949e-05j)
31 3 (0.026275770169746016+0.00022988840097576792j)
31 4 (0.00749250454726412+6.830379589092429e-05j)
31 5 (0.002408944816035141+4.038161821511775e-06j)
31 6 (0.0008481589781771134+4.336213323387064e-06j)
31 7 (0.0003100304068212065-2.4155775105205443e-06j)
31 8 (0.00012565667769225754-4.623714012974437e-06j)
31 9 (5.3209193034645775e-05-2.910421093579653e-06j)
31 10 (2.2539705703253805e-05-1.0762058342493673e-06j)
31 11 (9.833350004995924e-06-4.1547245594930054e-07j)
31 12 (4.271484798238428e-06-2.7879738514901197e-07j)
31 13 (1.961959422464858e-06-1.3562292710934282e-07j)
31 14 (9.003962653267708e-07-7.647702689302705e-08j)
31 15 (4.1153723363532025e-07-2.815322589152967e-08j)
31 16 (1.8023976599058828e-07-1.7483142884972424e-08j)
31 17 (7.741398266280126e-08-1.4324254921253177e-08j)
31 18 (3.6389268039776543e-08-7.54805000525956e-09j)
31 19 (1.6680969537469804e-08-4.63131618876627e-09j)
31 20 (7.919791096479432e-09-1.7417598624949258e-09j)
31 21 (4.050529231983499e-09-8.598644091996786e-10j)
31 22 (1.8927142054627403e-09-3.387000013694536e-10j)
31 23 (7.11588679643945e-10-1.6003478787153442e-10j)
31 24 (1.0251157565634725e-10-1.2593771393189664e-10j)
31 25 (-3.0985328499704864e-10-1.2443344817981347e-11j)
31 26 (-9.496625444747261e-10+1.5897929737720116e-11j)
31 27 (-2.323286825403087e-09+2.7855123286002126e-10j)
31 28 (-5.973043697871104e-09+8.609174906932292e-10j)
31 29 (-1.3197200928472978e-08+2.7925079728824827e-09j)
31 30 (-3.1243114129041255e-08+2.53791763397553e-09j)
31 31 (-7.759483705005494e-08+7.158392543534483e-10j)
31 32 (-1.7856136816397196e-07-5.832874094332913e-09j)
31 33 (-4.077887418759436e-07-2.0777046379357423e-08j)
31 34 (-8.072709126710678e-07-5.057103737255556e-08j)
31 35 (-1.7496169990423024e-06-9.551653989810538e-08j)
31 36 (-3.892010621248783e-06+1.8395043284069947e-08j)
31 37 (-9.09780639296958e-06+4.514481328231826e-08j)
31 38 (-2.1023213318228694e-05+4.571833771954202e-07j)
31 39 (-4.762150760446652e-05+5.551666583971923e-07j)
31 40 (-0.0001152428086867369-3.184619734550752e-07j)
31 41 (-0.00029635703435032393+2.7548877834201863e-06j)
31 42 (-0.0007831316207455337+1.5045977919705997e-05j)
31 43 (-0.002214930842203009+6.277008067677377e-05j)
31 44 (-0.00695960209471608+0.0001548160311722891j)
31 45 (-0.025687032135385153+8.634505727756958e-05j)
31 46 (-0.1004654476919498+2.789319074684717e-05j)
31 47 (-0.41079764084917947+0.00018983903850464806j)
32 0 (2.4465955875959755e-15-0.0003005064945872459j)
32 1 (0.4108174199246878-0.00027577862551750646j)
32 2 (0.1016000644491892+0.00024441512848044416j)
32 3 (0.026589002919462052-3.979530066926453e-05j)
32 4 (0.00764256743146391+0.00011125208104262679j)
32 5 (0.0023849834067961226+8.589828027441028e-05j)
32 6 (0.0007933585875808263+3.731617159104846e-05j)
32 7 (0.00029347970748185026+1.4657656181073147e-05j)
32 8 (0.00011243994443555549+4.6138838753456725e-06j)
32 9 (4.51810273014436e-05+1.8203112567355318e-06j)
32 10 (1.8766837699571056e-05+1.0677468889350145e-06j)
32 11 (8.476337431190372e-06+4.4745373016052596e-07j)
32 12 (3.644739030427655e-06+1.6341166818918152e-07j)
32 13 (1.7017787278069702e-06+2.6060036674092154e-08j)
32 14 (7.627344947126259e-07+1.6705941352224607e-08j)
32 15 (3.611405994730461e-07+1.3000877137419777e-08j)
32 16 (1.771593996299681e-07+4.671455279622075e-09j)
32 17 (7.913203575067156e-08+3.404420782069888e-09j)
32 18 (3.692568380213516e-08+1.6810095812038464e-09j)
32 19 (1.6268616214577326e-08+1.7592128842941222e-11j)
32 20 (6.83209360352913e-09+5.316360666724202e-10j)
32 21 (2.709521075919132e-09+1.4055035615604788e-10j)
32 22 (1.0762329709598349e-09+2.553926152771559e-10j)
32 23 (4.214186454227525e-10+1.192247851403229e-10j)
32 24 (-9.962792610747886e-11-2.9541228196180494e-11j)
32 25 (-7.551964104006424e-10-1.1972438408652133e-10j)
32 26 (-1.9059219906628603e-09-1.753447459020153e-10j)
32 27 (-3.98885054946754e-09-3.5081675680229897e-10j)
32 28 (-8.368556328857558e-09-3.019963796106502e-10j)
32 29 (-1.7874861970346927e-08-9.118463304457596e-10j)
32 30 (-3.8309152053907756e-08-2.4727719780693535e-09j)
32 31 (-8.458854258940234e-08-6.840355575376654e-09j)
32 32 (-1.8027504134204787e-07-9.236389367534705e-09j)
32 33 (-4.0302239545101415e-07-1.2860076691016445e-08j)
32 34 (-8.761201075669813e-07-6.847882059705785e-08j)
32 35 (-1.8637775907671928e-06-2.2160422339030025e-07j)
32 36 (-3.880160030696532e-06-3.5171403893516715e-07j)
32 37 (-8.837121634959985e-06-5.610410043629197e-07j)
32 38 (-2.0376123477563277e-05-1.1035732382218062e-06j)
32 39 (-4.780169009552483e-05-1.8817098544095268e-06j)
32 40 (-0.00011637081137851953-2.2295637246297448e-06j)
32 41 (-0.0002890416507690316-2.8805686003367265e-06j)
32 42 (-0.0007570796411639826-7.268407497954426e-08j)
32 43 (-0.0022166451905957117+9.271874453771715e-06j)
32 44 (-0.007118301806297625-0.0001327143160847132j)
32 45 (-0.025027739944542778-0.0004005278159039437j)
32 46 (-0.09789963576706659-0.0005618112702017319j)
32 47 (-0.4076815117844727+0.00037697946074708507j)
33 0 (9.794932300953487e-16+3.8946191942245114e-05j)
33 1 (0.4072075964899406+0.0005761314754605712j)
33 2 (0.09880093898796645-0.0003256175236982281j)
33 3 (0.0253864981939223-0.00034910485023614216j)
33 4 (0.007095556992594886-0.00010529533069025934j)
33 5 (0.0022914125567422335-3.9973606333883484e-05j)
33 6 (0.0008008034953345182+4.260232689864667e-06j)
33 7 (0.00029960347149789017-2.0817407854298937e-06j)
33 8 (0.00011794421435367327-3.5516235973414982e-06j)
33 9 (5.06722361530901e-05-1.8736821038747118e-06j)
33 10 (2.2272552260251757e-05-9.672706602761773e-07j)
33 11 (9.985161456943001e-06-2.430189897065504e-07j)
33 12 (4.655593340954089e-06-1.661347061790075e-08j)
33 13 (2.166821878579971e-06-7.751777410956308e-08j)
33 14 (9.920949758122225e-07-8.452667227280519e-09j)
33 15 (4.636657199480242e-07+5.189523825250247e-09j)
33 16 (2.191802554388606e-07-2.451527785282525e-09j)
33 17 (1.0650760506733829e-07-4.659603250926662e-10j)
33 18 (4.606142035392028e-08-1.6483635597302657e-09j)
33 19 (2.1843555552113708e-08-6.852829284046795e-10j)
33 20 (1.0613590797919437e-08+1.8943771378815163e-10j)
33 21 (4.870449265941942e-09+1.954677492820449e-10j)
33 22 (1.93564403947476e-09-2.0150402151924794e-10j)
33 23 (7.590178039209855e-10-6.032610148287292e-11j)
33 24 (1.3206390126316917e-10-1.253281134451311e-10j)
33 25 (-4.4536403105843106e-10-3.199187031333658e-10j)
33 26 (-1.5496653657850807e-09-6.337873950647945e-10j)
33 27 (-3.541530355515135e-09-1.4467939784124384e-09j)
33 28 (-7.236924374400796e-09-2.9188274697865262e-09j)
33 29 (-1.4013580247185146e-08-3.6563251694989334e-09j)
33 30 (-2.981770357158787e-08-5.963169839828114e-09j)
33 31 (-6.250972997733588e-08-1.161400170587716e-08j)
33 32 (-1.417123809874821e-07-1.453658077536241e-08j)
33 33 (-2.9532205756202147e-07-4.3504986714324345e-08j)
33 34 (-6.696228996716022e-07-1.1940485589949664e-07j)
33 35 (-1.6345257990529208e-06-2.057835579763559e-07j)
33 36 (-3.699188227013135e-06-4.948519777157637e-07j)
33 37 (-8.672943185915343e-06-7.521093457218567e-07j)
33 38 (-2.042643875478914e-05-1.6292021556142066e-06j)
33 39 (-4.657248792518883e-05-3.970527459728472e-06j)
33 40 (-0.00011535356417698267-1.0657576572283493e-05j)
33 41 (-0.0002903139148708188-2.245066038653571e-05j)
33 42 (-0.0007807237270775663-4.9130170423321545e-05j)
33 43 (-0.0022485291722181403-6.291699598496332e-05j)
33 44 (-0.0069863396291815335-0.00012586854304768533j)
33 45 (-0.024185925210101645-0.00017741063242675717j)
33 46 (-0.0969506671813413+0.00019296648900438205j)
33 47 (-0.408507225879956-0.00024785862162872565j)
34 0 (2.5747452138893284e-15+0.00011359741008199635j)
34 1 (0.4095263814420999+0.0004558992017799022j)
34 2 (0.09845814425287998-2.083714599583342e-05j)
34 3 (0.024911460154858543-9.613450718072155e-05j)
34 4 (0.00718159687243688-2.5824223299735414e-05j)
34 5 (0.0022367327561721943+8.816208139430313e-06j)
34 6 (0.0008040020745670653-9.881523917006526e-07j)
34 7 (0.0003113351153721061-2.24500477277138e-06j)
34 8 (0.00012858306969514526-4.14664100860411e-06j)
34 9 (5.359951380807495e-05-3.763455267272396e-06j)
34 10 (2.2914085870348658e-05-1.3505595965695735e-06j)
34 11 (9.620966501906266e-06-4.5792677195001067e-07j)
34 12 (4.2111500042240605e-06-3.166755957994488e-07j)
34 13 (1.8462669582490616e-06-1.5456958759307516e-07j)
34 14 (8.321615071136892e-07-7.721813378781026e-08j)
34 15 (3.8216277444943455e-07-1.4290638271207114e-08j)
34 16 (1.7443133206181964e-07+8.767912980268791e-10j)
34 17 (7.859443485938226e-08+4.278769679722753e-10j)
34 18 (3.4296411294466935e-08-4.824534710907465e-10j)
34 19 (1.7249978840171638e-08+8.13695195361352e-10j)
34 20 (8.009581346806107e-09+2.3287567348749414e-10j)
34 21 (3.5842522779517727e-09+2.876660612173902e-10j)
34 22 (1.5604938118759134e-09+4.265026328293086e-11j)
34 23 (4.958964032631022e-10+2.9961660647005095e-11j)
34 24 (-1.1314376660189201e-10-7.883283919272473e-11j)
34 25 (-6.759057693846113e-10-1.0921863649645256e-10j)
34 26 (-1.984291422261494e-09-2.4928589500376557e-10j)
34 27 (-4.203908688557103e-09-4.0341995751832123e-10j)
34 28 (-8.186790765921373e-09-2.408431005404627e-10j)
34 29 (-1.6268430296990922e-08-1.3281062879533582e-09j)
34 30 (-3.382351707474452e-08-1.4422182313847458e-09j)
34 31 (-7.649064681313377e-08-3.6338433526250243e-09j)
34 32 (-1.7553750687190297e-07-1.0579140593461352e-08j)
34 33 (-3.7995011951405463e-07+1.0350703585418623e-08j)
34 34 (-8.085264555528111e-07+5.927387304549629e-08j)
34 35 (-1.7939572812919522e-06+4.575930131756911e-09j)
