0	1.55061475387e-18	2.66083507778e-21
1	9.40960632836e-19	2.1490685041e-21
2	7.77625194668e-19	2.06343207495e-21
3	6.70642865662e-19	1.99559092019e-21
4	5.9562926922e-19	1.92352122104e-21
5	5.38751235703e-19	1.86016959428e-21
6	4.93252561348e-19	1.80895665985e-21
7	4.55818524843e-19	1.7366880078e-21
8	4.23105779272e-19	1.65882065042e-21
9	3.95689546592e-19	1.58780609154e-21
10	3.71464398419e-19	1.53459370688e-21
11	3.50125119665e-19	1.48404146565e-21
12	3.30817449688e-19	1.42721603222e-21
13	3.13502958574e-19	1.35228146408e-21
14	2.97650632468e-19	1.32395775722e-21
15	2.82904908066e-19	1.28996781627e-21
16	2.69746766791e-19	1.24735621147e-21
17	2.57665826254e-19	1.17737407763e-21
18	2.46952604253e-19	1.12672730308e-21
19	2.36476118721e-19	1.08144544212e-21
20	2.27515600378e-19	1.03917652495e-21
21	2.1944491709e-19	1.00483665892e-21
22	2.1213411711e-19	9.7374822663e-22
23	2.05665890939e-19	9.49001982625e-22
24	1.9941822199e-19	9.18730565989e-22
25	1.94469933894e-19	8.92620579422e-22
26	1.90191668876e-19	8.84278504099e-22
27	1.86631001507e-19	8.76668508019e-22
28	1.83783382958e-19	8.71247500485e-22
29	1.81644801524e-19	8.6000341557e-22
30	1.80073853908e-19	8.705432834e-22
31	1.79059082368e-19	8.79628631977e-22
32	1.78760452833e-19	8.83696415641e-22
33	1.79048706392e-19	8.69507533283e-22
34	1.80272552372e-19	8.6733422394e-22
35	1.81580071712e-19	8.67021474355e-22
36	1.8390420471e-19	8.65233475831e-22
37	1.8705583778e-19	8.79803807971e-22
38	1.90677442561e-19	8.87583693348e-22
39	1.95069089726e-19	8.95906706936e-22
40	1.99650525734e-19	9.0922534111e-22
41	2.05472723669e-19	9.22146400048e-22
42	2.12058405478e-19	9.55293632524e-22
43	2.19460871776e-19	9.8909795415e-22
44	2.27714930209e-19	1.03012528247e-21
45	2.36805840359e-19	1.05237991693e-21
46	2.46791139608e-19	1.11248517958e-21
47	2.57615456164e-19	1.16537007606e-21
48	2.69694698897e-19	1.22129510274e-21
49	2.82820535363e-19	1.24566414733e-21
50	2.9764493274e-19	1.29307175578e-21
51	3.1301257533e-19	1.33653492747e-21
52	3.30571658564e-19	1.3834830612e-21
53	3.50240123896e-19	1.43802592503e-21
54	3.71802480516e-19	1.49519647968e-21
55	3.96191511001e-19	1.54130818687e-21
56	4.22905432118e-19	1.59818008563e-21
57	4.54860039541e-19	1.67160639122e-21
58	4.92409145576e-19	1.74960124265e-21
59	5.38241796728e-19	1.82636783109e-21
60	5.95472960399e-19	1.89781704202e-21
61	6.71133158571e-19	1.92837538069e-21
62	7.77072088942e-19	2.03638400901e-21
63	9.40719366744e-19	2.14851051227e-21
